actor_id,has_target,country_id
RU-MUR,False,RU
RU-NEN,False,RU
RU-NGR,False,RU
RU-NIZ,False,RU
RU-NVS,False,RU
RU-OMS,False,RU
RU-ORE,False,RU
RU-ORL,False,RU
RU-PER,False,RU
RU-PNZ,False,RU
RU-PRI,False,RU
RU-PSK,False,RU
RU-ROS,False,RU
RU-RYA,False,RU
RU-SA,False,RU
RU-SAK,False,RU
RU-SAM,False,RU
RU-SAR,False,RU
RU-SE,False,RU
RU-SMO,False,RU
RU-SPE,False,RU
RU-STA,False,RU
RU-SVE,False,RU
RU-TA,False,RU
RU-TAM,False,RU
RU-TOM,False,RU
RU-TUL,False,RU
RU-TVE,False,RU
RU-TY,False,RU
RU-TYU,False,RU
RU-UD,False,RU
RU-ULY,False,RU
RU-VGG,False,RU
RU-VLA,False,RU
RU-VLG,False,RU
RU-VOR,False,RU
RU-YAN,False,RU
RU-YAR,False,RU
RU-YEV,False,RU
RU-ZAB,False,RU
RW,False,RW
RW-01,False,RW
RW-02,False,RW
RW-03,False,RW
RW-04,False,RW
RW-05,False,RW
SA-01,False,SA
SA-02,False,SA
SA-03,False,SA
SA-04,False,SA
SA-05,False,SA
SA-06,False,SA
SA-07,False,SA
SA-08,False,SA
SA-09,False,SA
SA-10,False,SA
SA-11,False,SA
SA-12,False,SA
SA-14,False,SA
SB,True,SB
SB-CE,False,SB
SB-CH,False,SB
SB-CT,False,SB
SB-GU,False,SB
SB-IS,False,SB
SB-MK,False,SB
SB-ML,False,SB
SB-RB,False,SB
SB-TE,False,SB
SB-WE,False,SB
SC-01,False,SC
SC-02,False,SC
SC-03,False,SC
SC-04,False,SC
SC-05,False,SC
SC-06,False,SC
SC-07,False,SC
SC-08,False,SC
SC-09,False,SC
SC-10,False,SC
SC-11,False,SC
SC-12,False,SC
SC-13,False,SC
SC-14,False,SC
SC-15,False,SC
SC-16,False,SC
SC-17,False,SC
SC-18,False,SC
SC-19,False,SC
SC-20,False,SC
SC-21,False,SC
SC-22,False,SC
SC-23,False,SC
SC-24,False,SC
SC-25,False,SC
SC-26,False,SC
SC-27,False,SC
SD,False,SD
SD-DC,False,SD
SD-DE,False,SD
SD-DN,False,SD
SD-DS,False,SD
SD-DW,False,SD
SD-GD,False,SD
SD-GK,False,SD
SD-GZ,False,SD
SD-KA,False,SD
SD-KH,False,SD
SD-KN,False,SD
SD-KS,False,SD
SD-NB,False,SD
SD-NO,False,SD
SD-NR,False,SD
SD-NW,False,SD
SD-RS,False,SD
SD-SI,False,SD
SE-AB,False,SE
SE-AC,False,SE
SE-BD,False,SE
SE-C,False,SE
SE-D,False,SE
SE-E,False,SE
SE-F,False,SE
SE-G,False,SE
SE-H,False,SE
SE-I,False,SE
SE-K,False,SE
SE-M,False,SE
SE-N,False,SE
SE-O,False,SE
SE-S,False,SE
SE-T,False,SE
SE-U,False,SE
SE-W,False,SE
SE-X,False,SE
SE-Y,False,SE
SE-Z,False,SE
SG,False,SG
SG-01,False,SG
SG-02,False,SG
SG-03,False,SG
SG-04,False,SG
SG-05,False,SG
SH-AC,False,SH
SH-HL,False,SH
SH-TA,False,SH
SI-001,False,SI
SI-002,False,SI
SI-003,False,SI
SI-004,False,SI
SI-005,False,SI
SI-006,False,SI
SI-007,False,SI
SI-008,False,SI
SI-009,False,SI
SI-010,False,SI
SI-011,False,SI
SI-012,False,SI
SI-013,False,SI
SI-014,False,SI
SI-015,False,SI
SI-016,False,SI
SI-017,False,SI
SI-018,False,SI
SI-019,False,SI
SI-020,False,SI
SI-021,False,SI
SI-022,False,SI
SI-023,False,SI
SI-024,False,SI
SI-025,False,SI
SI-026,False,SI
SI-027,False,SI
SI-028,False,SI
SI-029,False,SI
SI-030,False,SI
SI-031,False,SI
SI-032,False,SI
SI-033,False,SI
SI-034,False,SI
SI-035,False,SI
SI-036,False,SI
SI-037,False,SI
SI-038,False,SI
SI-039,False,SI
SI-040,False,SI
SI-041,False,SI
SI-042,False,SI
SI-043,False,SI
SI-044,False,SI
SI-045,False,SI
SI-046,False,SI
SI-047,False,SI
SI-048,False,SI
SI-049,False,SI
SI-050,False,SI
SI-051,False,SI
SI-052,False,SI
SI-053,False,SI
SI-054,False,SI
SI-055,False,SI
SI-056,False,SI
SI-057,False,SI
SI-058,False,SI
SI-059,False,SI
SI-060,False,SI
SI-061,False,SI
SI-062,False,SI
SI-063,False,SI
SI-064,False,SI
SI-065,False,SI
SI-066,False,SI
SI-067,False,SI
SI-068,False,SI
SI-069,False,SI
SI-070,False,SI
SI-071,False,SI
SI-072,False,SI
SI-073,False,SI
SI-074,False,SI
SI-075,False,SI
SI-076,False,SI
SI-077,False,SI
SI-078,False,SI
SI-079,False,SI
SI-080,False,SI
SI-081,False,SI
SI-082,False,SI
SI-083,False,SI
SI-084,False,SI
SI-085,False,SI
SI-086,False,SI
SI-087,False,SI
SI-088,False,SI
SI-089,False,SI
SI-090,False,SI
SI-091,False,SI
SI-092,False,SI
SI-093,False,SI
SI-094,False,SI
SI-095,False,SI
SI-096,False,SI
SI-097,False,SI
SI-098,False,SI
SI-099,False,SI
SI-100,False,SI
SI-101,False,SI
SI-102,False,SI
SI-103,False,SI
SI-104,False,SI
SI-105,False,SI
SI-106,False,SI
SI-107,False,SI
SI-108,False,SI
SI-109,False,SI
SI-110,False,SI
SI-111,False,SI
SI-112,False,SI
SI-113,False,SI
SI-114,False,SI
SI-115,False,SI
SI-116,False,SI
SI-117,False,SI
SI-118,False,SI
SI-119,False,SI
SI-120,False,SI
SI-121,False,SI
SI-122,False,SI
SI-123,False,SI
SI-124,False,SI
SI-125,False,SI
SI-126,False,SI
SI-127,False,SI
SI-128,False,SI
SI-129,False,SI
SI-130,False,SI
SI-131,False,SI
SI-132,False,SI
SI-133,False,SI
SI-134,False,SI
SI-135,False,SI
SI-136,False,SI
SI-137,False,SI
SI-138,False,SI
SI-139,False,SI
SI-140,False,SI
SI-141,False,SI
SI-142,False,SI
SI-143,False,SI
SI-144,False,SI
SI-146,False,SI
SI-147,False,SI
SI-148,False,SI
SI-149,False,SI
SI-150,False,SI
SI-151,False,SI
SI-152,False,SI
SI-153,False,SI
SI-154,False,SI
SI-155,False,SI
SI-156,False,SI
SI-157,False,SI
SI-158,False,SI
SI-159,False,SI
SI-160,False,SI
SI-161,False,SI
SI-162,False,SI
SI-163,False,SI
SI-164,False,SI
SI-165,False,SI
SI-166,False,SI
SI-167,False,SI
SI-168,False,SI
SI-169,False,SI
SI-170,False,SI
SI-171,False,SI
SI-172,False,SI
SI-173,False,SI
SI-174,False,SI
SI-175,False,SI
SI-176,False,SI
SI-177,False,SI
SI-178,False,SI
SI-179,False,SI
SI-180,False,SI
SI-181,False,SI
SI-182,False,SI
SI-183,False,SI
SI-184,False,SI
SI-185,False,SI
SI-186,False,SI
SI-187,False,SI
SI-188,False,SI
SI-189,False,SI
SI-190,False,SI
SI-191,False,SI
SI-192,False,SI
SI-193,False,SI
SI-194,False,SI
SI-195,False,SI
SI-196,False,SI
SI-197,False,SI
SI-198,False,SI
SI-199,False,SI
SI-200,False,SI
SI-201,False,SI
SI-202,False,SI
SI-203,False,SI
SI-204,False,SI
SI-205,False,SI
SI-206,False,SI
SI-207,False,SI
SI-208,False,SI
SI-209,False,SI
SI-210,False,SI
SI-211,False,SI
SI-212,False,SI
SI-213,False,SI
SK-BC,False,SK
SK-BL,False,SK
SK-KI,False,SK
SK-NI,False,SK
SK-PV,False,SK
SK-TA,False,SK
SK-TC,False,SK
SK-ZI,False,SK
SL-E,False,SL
SL-N,False,SL
SL-NW,False,SL
SL-S,False,SL
SL-W,False,SL
SM-01,False,SM
SM-02,False,SM
SM-03,False,SM
SM-04,False,SM
SM-05,False,SM
SM-06,False,SM
SM-07,False,SM
SM-08,False,SM
SM-09,False,SM
SN-DB,False,SN
SN-DK,False,SN
SN-FK,False,SN
SN-KA,False,SN
SN-KD,False,SN
SN-KE,False,SN
SN-KL,False,SN
SN-LG,False,SN
SN-MT,False,SN
SN-SE,False,SN
SN-SL,False,SN
SN-TC,False,SN
SN-TH,False,SN
SN-ZG,False,SN
SO,False,SO
SO-AW,False,SO
SO-BK,False,SO
SO-BN,False,SO
SO-BR,False,SO
SO-BY,False,SO
SO-GA,False,SO
SO-GE,False,SO
SO-HI,False,SO
SO-JD,False,SO
SO-JH,False,SO
SO-MU,False,SO
SO-NU,False,SO
SO-SA,False,SO
SO-SD,False,SO
SO-SH,False,SO
SO-SO,False,SO
SO-TO,False,SO
SO-WO,False,SO
SR-BR,False,SR
SR-CM,False,SR
SR-CR,False,SR
SR-MA,False,SR
SR-NI,False,SR
SR-PM,False,SR
SR-PR,False,SR
SR-SA,False,SR
SR-SI,False,SR
SR-WA,False,SR
SS,False,SS
SS-BN,False,SS
SS-BW,False,SS
SS-EC,False,SS
SS-EE,False,SS
SS-EW,False,SS
SS-JG,False,SS
SS-LK,False,SS
SS-NU,False,SS
SS-UY,False,SS
SS-WR,False,SS
ST-01,False,ST
ST-02,False,ST
ST-03,False,ST
ST-04,False,ST
ST-05,False,ST
ST-06,False,ST
ST-P,False,ST
SV-AH,False,SV
SV-CA,False,SV
SV-CH,False,SV
SV-CU,False,SV
SV-LI,False,SV
SV-MO,False,SV
SV-PA,False,SV
SV-SA,False,SV
SV-SM,False,SV
SV-SO,False,SV
SV-SS,False,SV
SV-SV,False,SV
SV-UN,False,SV
SV-US,False,SV
SY,False,SY
SY-DI,False,SY
SY-DR,False,SY
SY-DY,False,SY
SY-HA,False,SY
SY-HI,False,SY
SY-HL,False,SY
SY-HM,False,SY
SY-ID,False,SY
SY-LA,False,SY
SY-QU,False,SY
SY-RA,False,SY
SY-RD,False,SY
SY-SU,False,SY
SY-TA,False,SY
SZ-HH,False,SZ
SZ-LU,False,SZ
SZ-MA,False,SZ
SZ-SH,False,SZ
TD,True,TD
TD-BA,False,TD
TD-BG,False,TD
TD-BO,False,TD
TD-CB,False,TD
TD-EE,False,TD
TD-EO,False,TD
TD-GR,False,TD
TD-HL,False,TD
TD-KA,False,TD
TD-LC,False,TD
TD-LO,False,TD
TD-LR,False,TD
TD-MA,False,TD
TD-MC,False,TD
TD-ME,False,TD
TD-MO,False,TD
TD-ND,False,TD
TD-OD,False,TD
TD-SA,False,TD
TD-SI,False,TD
TD-TA,False,TD
TD-TI,False,TD
TD-WF,False,TD
TG,True,TG
TG-C,False,TG
TG-K,False,TG
TG-M,False,TG
TG-P,False,TG
TG-S,False,TG
TH,False,TH
TH-10,False,TH
TH-11,False,TH
TH-12,False,TH
TH-13,False,TH
TH-14,False,TH
TH-15,False,TH
TH-16,False,TH
TH-17,False,TH
TH-18,False,TH
TH-19,False,TH
TH-20,False,TH
TH-21,False,TH
TH-22,False,TH
TH-23,False,TH
TH-24,False,TH
TH-25,False,TH
TH-26,False,TH
TH-27,False,TH
TH-30,False,TH
TH-31,False,TH
TH-32,False,TH
TH-33,False,TH
TH-34,False,TH
TH-35,False,TH
TH-36,False,TH
TH-37,False,TH
TH-38,False,TH
TH-39,False,TH
TH-40,False,TH
TH-41,False,TH
TH-42,False,TH
TH-43,False,TH
TH-44,False,TH
TH-45,False,TH
TH-46,False,TH
TH-47,False,TH
TH-48,False,TH
TH-49,False,TH
TH-50,False,TH
TH-51,False,TH
TH-52,False,TH
TH-53,False,TH
TH-54,False,TH
TH-55,False,TH
TH-56,False,TH
TH-57,False,TH
TH-58,False,TH
TH-60,False,TH
TH-61,False,TH
TH-62,False,TH
TH-63,False,TH
TH-64,False,TH
TH-65,False,TH
TH-66,False,TH
TH-67,False,TH
TH-70,False,TH
TH-71,False,TH
TH-72,False,TH
TH-73,False,TH
TH-74,False,TH
TH-75,False,TH
TH-76,False,TH
TH-77,False,TH
TH-80,False,TH
TH-81,False,TH
TH-82,False,TH
TH-83,False,TH
TH-84,False,TH
TH-85,False,TH
TH-86,False,TH
TH-90,False,TH
TH-91,False,TH
TH-92,False,TH
TH-93,False,TH
TH-94,False,TH
TH-95,False,TH
TH-96,False,TH
TH-S,False,TH
TJ-DU,False,TJ
TJ-GB,False,TJ
TJ-KT,False,TJ
TJ-RA,False,TJ
TJ-SU,False,TJ
TL-AL,False,TL
TL-AN,False,TL
TL-BA,False,TL
TL-BO,False,TL
TL-CO,False,TL
TL-DI,False,TL
TL-ER,False,TL
TL-LA,False,TL
TL-LI,False,TL
TL-MF,False,TL
TL-MT,False,TL
TL-OE,False,TL
TL-VI,False,TL
TM,False,TM
TM-A,False,TM
TM-B,False,TM
TM-D,False,TM
TM-L,False,TM
TM-M,False,TM
TM-S,False,TM
TN,False,TN
TN-11,False,TN
TN-12,False,TN
TN-13,False,TN
TN-14,False,TN
TN-21,False,TN
TN-22,False,TN
TN-23,False,TN
TN-31,False,TN
TN-32,False,TN
TN-33,False,TN
TN-34,False,TN
TN-41,False,TN
TN-42,False,TN
TN-43,False,TN
TN-51,False,TN
TN-52,False,TN
TN-53,False,TN
TN-61,False,TN
TN-71,False,TN
TN-72,False,TN
TN-73,False,TN
TN-81,False,TN
TN-82,False,TN
TN-83,False,TN
TO,True,TO
TO-01,False,TO
TO-02,False,TO
TO-03,False,TO
TO-04,False,TO
TO-05,False,TO
TR-01,False,TR
TR-02,False,TR
TR-03,False,TR
TR-04,False,TR
TR-05,False,TR
TR-06,False,TR
TR-07,False,TR
TR-08,False,TR
TR-09,False,TR
TR-10,False,TR
TR-11,False,TR
TR-12,False,TR
TR-13,False,TR
TR-14,False,TR
TR-15,False,TR
TR-16,False,TR
TR-17,False,TR
TR-18,False,TR
TR-19,False,TR
TR-20,False,TR
TR-21,False,TR
TR-22,False,TR
TR-23,False,TR
TR-24,False,TR
TR-25,False,TR
TR-26,False,TR
TR-27,False,TR
TR-28,False,TR
TR-29,False,TR
TR-30,False,TR
TR-31,False,TR
TR-32,False,TR
TR-33,False,TR
TR-34,False,TR
TR-35,False,TR
TR-36,False,TR
TR-37,False,TR
TR-38,False,TR
TR-39,False,TR
TR-40,False,TR
TR-41,False,TR
TR-42,False,TR
TR-43,False,TR
TR-44,False,TR
TR-45,False,TR
TR-46,False,TR
TR-47,False,TR
TR-48,False,TR
TR-49,False,TR
TR-50,False,TR
TR-51,False,TR
TR-52,False,TR
TR-53,False,TR
TR-54,False,TR
TR-55,False,TR
TR-56,False,TR
TR-57,False,TR
TR-58,False,TR
TR-59,False,TR
TR-60,False,TR
TR-61,False,TR
TR-62,False,TR
TR-63,False,TR
TR-64,False,TR
TR-65,False,TR
TR-66,False,TR
TR-67,False,TR
TR-68,False,TR
TR-69,False,TR
TR-70,False,TR
TR-71,False,TR
TR-72,False,TR
TR-73,False,TR
TR-74,False,TR
TR-75,False,TR
TR-76,False,TR
TR-77,False,TR
TR-78,False,TR
TR-79,False,TR
TR-80,False,TR
TR-81,False,TR
TT,False,TT
TT-ARI,False,TT
TT-CHA,False,TT
TT-CTT,False,TT
TT-DMN,False,TT
TT-MRC,False,TT
TT-PED,False,TT
TT-POS,False,TT
TT-PRT,False,TT
TT-PTF,False,TT
TT-SFO,False,TT
TT-SGE,False,TT
TT-SIP,False,TT
TT-SJL,False,TT
TT-TOB,False,TT
TT-TUP,False,TT
TV-FUN,False,TV
TV-NIT,False,TV
TV-NKF,False,TV
TV-NKL,False,TV
TV-NMA,False,TV
TV-NMG,False,TV
TV-NUI,False,TV
TV-VAI,False,TV
TW-CHA,False,TW
TW-CYI,False,TW
TW-CYQ,False,TW
TW-HSQ,False,TW
TW-HSZ,False,TW
TW-HUA,False,TW
TW-ILA,False,TW
TW-KEE,False,TW
TW-KHH,False,TW
TW-KIN,False,TW
TW-LIE,False,TW
TW-MIA,False,TW
TW-NAN,False,TW
TW-NWT,False,TW
TW-PEN,False,TW
TW-PIF,False,TW
TW-TAO,False,TW
TW-TNN,False,TW
TW-TPE,False,TW
TW-TTT,False,TW
TW-TXG,False,TW
TW-YUN,False,TW
TZ,False,TZ
TZ-01,False,TZ
TZ-02,False,TZ
TZ-03,False,TZ
TZ-04,False,TZ
TZ-05,False,TZ
TZ-06,False,TZ
TZ-07,False,TZ
TZ-08,False,TZ
TZ-09,False,TZ
TZ-10,False,TZ
TZ-11,False,TZ
TZ-12,False,TZ
TZ-13,False,TZ
TZ-14,False,TZ
TZ-15,False,TZ
TZ-16,False,TZ
TZ-17,False,TZ
TZ-18,False,TZ
TZ-19,False,TZ
TZ-20,False,TZ
TZ-21,False,TZ
TZ-22,False,TZ
TZ-23,False,TZ
TZ-24,False,TZ
TZ-25,False,TZ
TZ-26,False,TZ
TZ-27,False,TZ
TZ-28,False,TZ
TZ-29,False,TZ
TZ-30,False,TZ
TZ-31,False,TZ
UA-05,False,UA
UA-07,False,UA
UA-09,False,UA
UA-12,False,UA
UA-14,False,UA
UA-18,False,UA
UA-21,False,UA
UA-23,False,UA
UA-26,False,UA
UA-30,False,UA
UA-32,False,UA
UA-35,False,UA
UA-40,False,UA
UA-43,False,UA
UA-46,False,UA
UA-48,False,UA
UA-51,False,UA
UA-53,False,UA
UA-56,False,UA
UA-59,False,UA
UA-61,False,UA
UA-63,False,UA
UA-65,False,UA
UA-68,False,UA
UA-71,False,UA
UA-74,False,UA
UA-77,False,UA
UG,False,UG
UG-C,False,UG
UG-E,False,UG
UG-N,False,UG
UG-W,False,UG
UM-67,False,UM
UM-71,False,UM
UM-76,False,UM
UM-79,False,UM
UM-81,False,UM
UM-84,False,UM
UM-86,False,UM
UM-89,False,UM
UM-95,False,UM
US-AK,False,US
US-AL,False,US
US-AR,False,US
US-AS,False,US
US-AZ,False,US
US-CA,True,US
US-CO,True,US
US-CT,True,US
US-DC,False,US
US-DE,True,US
US-FL,False,US
US-GA,True,US
US-GU,False,US
US-HI,True,US
US-IA,False,US
US-ID,False,US
US-IL,True,US
US-IN,False,US
US-KS,False,US
US-KY,False,US
US-LA,True,US
US-MA,True,US
US-MD,False,US
US-ME,True,US
US-MI,True,US
US-MN,False,US
US-MO,False,US
US-MP,False,US
US-MS,False,US
US-MT,False,US
US-NC,True,US
US-ND,False,US
US-NE,False,US
US-NH,False,US
US-NJ,True,US
US-NM,True,US
US-NV,True,US
US-NY,True,US
US-OH,False,US
US-OK,False,US
US-OR,False,US
US-PA,False,US
US-PR,False,US
US-RI,False,US
US-SC,False,US
US-SD,False,US
US-TN,False,US
US-TX,False,US
US-UM,False,US
US-UT,False,US
US-VA,False,US
US-VI,False,US
US-VT,True,US
US-WA,True,US
US-WI,False,US
US-WV,False,US
US-WY,False,US
UY,False,UY
UY-AR,False,UY
UY-CA,False,UY
UY-CL,False,UY
UY-CO,False,UY
UY-DU,False,UY
UY-FD,False,UY
UY-FS,False,UY
UY-LA,False,UY
UY-MA,False,UY
UY-MO,False,UY
UY-PA,False,UY
UY-RN,False,UY
UY-RO,False,UY
UY-RV,False,UY
UY-SA,False,UY
UY-SJ,False,UY
UY-SO,False,UY
UY-TA,False,UY
UY-TT,False,UY
UZ,False,UZ
UZ-AN,False,UZ
UZ-BU,False,UZ
UZ-FA,False,UZ
UZ-JI,False,UZ
UZ-NG,False,UZ
UZ-NW,False,UZ
UZ-QA,False,UZ
UZ-QR,False,UZ
UZ-SA,False,UZ
UZ-SI,False,UZ
UZ-SU,False,UZ
UZ-TK,False,UZ
UZ-TO,False,UZ
UZ-XO,False,UZ
VC,False,VC
VC-01,False,VC
VC-02,False,VC
VC-03,False,VC
VC-04,False,VC
VC-05,False,VC
VC-06,False,VC
VE,False,VE
VE-A,False,VE
VE-B,False,VE
VE-C,False,VE
VE-D,False,VE
VE-E,False,VE
VE-F,False,VE
VE-G,False,VE
VE-H,False,VE
VE-I,False,VE
VE-J,False,VE
VE-K,False,VE
VE-L,False,VE
VE-M,False,VE
VE-N,False,VE
VE-O,False,VE
VE-P,False,VE
VE-R,False,VE
VE-S,False,VE
VE-T,False,VE
VE-U,False,VE
VE-V,False,VE
VE-W,False,VE
VE-X,False,VE
VE-Y,False,VE
VE-Z,False,VE
VN,False,VN
VN-01,False,VN
VN-02,False,VN
VN-03,False,VN
VN-04,False,VN
VN-05,False,VN
VN-06,False,VN
VN-07,False,VN
VN-09,False,VN
VN-13,False,VN
VN-14,False,VN
VN-18,False,VN
VN-20,False,VN
VN-21,False,VN
VN-22,False,VN
VN-23,False,VN
VN-24,False,VN
VN-25,False,VN
VN-26,False,VN
VN-27,False,VN
VN-28,False,VN
VN-29,False,VN
VN-30,False,VN
VN-31,False,VN
VN-32,False,VN
VN-33,False,VN
VN-34,False,VN
VN-35,False,VN
VN-36,False,VN
VN-37,False,VN
VN-39,False,VN
VN-40,False,VN
VN-41,False,VN
VN-43,False,VN
VN-44,False,VN
VN-45,False,VN
VN-46,False,VN
VN-47,False,VN
VN-49,False,VN
VN-50,False,VN
VN-51,False,VN
VN-52,False,VN
VN-53,False,VN
VN-54,False,VN
VN-55,False,VN
VN-56,False,VN
VN-57,False,VN
VN-58,False,VN
VN-59,False,VN
VN-61,False,VN
VN-63,False,VN
VN-66,False,VN
VN-67,False,VN
VN-68,False,VN
VN-69,False,VN
VN-70,False,VN
VN-71,False,VN
VN-72,False,VN
VN-73,False,VN
VN-CT,False,VN
VN-DN,False,VN
VN-HN,False,VN
VN-HP,False,VN
VN-SG,False,VN
VU-MAP,False,VU
VU-PAM,False,VU
VU-SAM,False,VU
VU-SEE,False,VU
VU-TAE,False,VU
VU-TOB,False,VU
WF,False,WF
WF-AL,False,WF
WF-SG,False,WF
WF-UV,False,WF
WS,True,WS
WS-AA,False,WS
WS-AL,False,WS
WS-AT,False,WS
WS-FA,False,WS
WS-GE,False,WS
WS-GI,False,WS
WS-PA,False,WS
WS-SA,False,WS
WS-TU,False,WS
WS-VF,False,WS
WS-VS,False,WS
YE,True,YE
YE-AB,False,YE
YE-AD,False,YE
YE-AM,False,YE
YE-BA,False,YE
YE-DA,False,YE
YE-DH,False,YE
YE-HD,False,YE
YE-HJ,False,YE
YE-HU,False,YE
YE-IB,False,YE
YE-JA,False,YE
YE-LA,False,YE
YE-MA,False,YE
YE-MR,False,YE
YE-MW,False,YE
YE-RA,False,YE
YE-SA,False,YE
YE-SD,False,YE
YE-SH,False,YE
YE-SN,False,YE
YE-SU,False,YE
YE-TA,False,YE
ZA-EC,False,ZA
ZA-FS,False,ZA
ZA-GP,True,ZA
ZA-KZN,True,ZA
ZA-LP,False,ZA
ZA-MP,False,ZA
ZA-NC,False,ZA
ZA-NW,False,ZA
ZA-WC,False,ZA
ZM,False,ZM
ZM-01,False,ZM
ZM-02,False,ZM
ZM-03,False,ZM
ZM-04,False,ZM
ZM-05,False,ZM
ZM-06,False,ZM
ZM-07,False,ZM
ZM-08,False,ZM
ZM-09,False,ZM
ZM-10,False,ZM
ZW-BU,False,ZW
ZW-HA,False,ZW
ZW-MA,False,ZW
ZW-MC,False,ZW
ZW-ME,False,ZW
ZW-MI,False,ZW
ZW-MN,False,ZW
ZW-MS,False,ZW
ZW-MV,False,ZW
ZW-MW,False,ZW
